asset,feature_config,feature_count,model,fold,train_samples,validation_samples,accuracy,precision,recall,f1,roc_auc,training_time,prediction_time,is_model_collapse
hdfcbank_ns,NO_PRICE_LEVELS_27,27,logistic_regression,1,1312,1405,0.5096085409252669,0.5325301204819277,0.308659217877095,0.39080459770114945,0.5331283294548816,0.04783120006322861,0.008029300021007657,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,random_forest,1,1312,1405,0.496797153024911,0.5177865612648221,0.1829608938547486,0.27038183694530443,0.4852044498139154,0.5798047999851406,0.21841220010537654,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,xgboost,1,1312,1405,0.4832740213523132,0.4899598393574297,0.3407821229050279,0.40197693574958815,0.477009024495058,0.45260469999630004,0.021174499997869134,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,logistic_regression,2,2717,1408,0.5035511363636364,0.5058448459086079,0.6704225352112676,0.5766202301635373,0.51735542192986,0.06260390009265393,0.004629399976693094,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,random_forest,2,2717,1408,0.5,0.5230769230769231,0.09577464788732394,0.1619047619047619,0.5089914847249688,0.6817298999521881,0.2761891999980435,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,xgboost,2,2717,1408,0.5120738636363636,0.5851851851851851,0.11126760563380282,0.18698224852071005,0.5199543968683159,0.4663497000001371,0.010657400009222329,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,logistic_regression,3,4125,1410,0.5134751773049645,0.5421487603305785,0.4450474898236092,0.488822652757079,0.5323779589154054,0.07465139997657388,0.0038787999656051397,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,random_forest,3,4125,1410,0.49148936170212765,0.5316455696202531,0.22795115332428764,0.3190883190883191,0.5087167162969429,1.0131729000713676,0.234750899951905,False
hdfcbank_ns,NO_PRICE_LEVELS_27,27,xgboost,3,4125,1410,0.5035460992907801,0.556923076923077,0.24559023066485752,0.3408662900188324,0.5138981574633922,0.6688693000469357,0.016065799980424345,False
infy_ns,ALL_32,32,logistic_regression,1,1312,1405,0.507473309608541,0.5207667731629393,0.23120567375886525,0.32023575638506874,0.5249179331306991,0.08087399997748435,0.006271400023251772,False
infy_ns,ALL_32,32,random_forest,1,1312,1405,0.498932384341637,1.0,0.0014184397163120568,0.0028328611898017,0.5130688956433637,0.6062816999619827,0.22395190002862364,True
infy_ns,ALL_32,32,xgboost,1,1312,1405,0.507473309608541,0.6274509803921569,0.04539007092198582,0.08465608465608465,0.5360871327254306,0.5694129000185058,0.0121373999863863,True
infy_ns,ALL_32,32,logistic_regression,2,2717,1408,0.5120738636363636,0.5118518518518519,0.96105702364395,0.6679555340744321,0.5010143502808893,0.0679782999213785,0.007706000003963709,False
infy_ns,ALL_32,32,random_forest,2,2717,1408,0.5007102272727273,0.515686274509804,0.3657858136300417,0.42799023596419855,0.5003643586581105,0.6103628999553621,0.2068886999040842,False
infy_ns,ALL_32,32,xgboost,2,2717,1408,0.49857954545454547,0.5121495327102804,0.3810848400556328,0.4370015948963317,0.49614748754014504,0.4250258000101894,0.010667099966667593,False
infy_ns,ALL_32,32,logistic_regression,3,4125,1410,0.5276595744680851,0.5420289855072464,0.7450199203187251,0.62751677852349,0.5276812587296679,0.06888499995693564,0.0074127999832853675,False
infy_ns,ALL_32,32,random_forest,3,4125,1410,0.4851063829787234,0.5560165975103735,0.17795484727755645,0.26961770623742454,0.5209714162123702,0.8507776000769809,0.22363469994161278,False
infy_ns,ALL_32,32,xgboost,3,4125,1410,0.49432624113475176,0.5483091787439613,0.301460823373174,0.389031705227078,0.5086321381142098,0.5647361000301316,0.01499219995457679,False
infy_ns,SHORTLIST_16,16,logistic_regression,1,1341,1405,0.505338078291815,0.5531914893617021,0.07375886524822695,0.13016270337922403,0.4993617021276596,0.022179899970069528,0.004502600058913231,False
infy_ns,SHORTLIST_16,16,random_forest,1,1341,1405,0.505338078291815,0.5112107623318386,0.32340425531914896,0.3961772371850565,0.5089777102330294,0.5521537000313401,0.20927150000352412,False
infy_ns,SHORTLIST_16,16,xgboost,1,1341,1405,0.5039145907473309,0.5068493150684932,0.4198581560283688,0.45927075252133437,0.505483282674772,0.42889380000997335,0.01977050001733005,False
infy_ns,SHORTLIST_16,16,logistic_regression,2,2746,1408,0.5120738636363636,0.5196560196560197,0.588317107093185,0.5518590998043053,0.4992682547724928,0.01620449998881668,0.005720200017094612,False
