asset,config_id,fold,feature,train_mean,val_mean,mean_shift,train_std,val_std
tcs_ns,C57,1,MOMENTUM_ACCELERATION,-0.004931639749447408,-0.00022844754852808691,0.00470319220091932,0.32020773836669114,0.07601457302257272
tcs_ns,C57,2,POSITION_IN_20D_RANGE,0.5233328732645272,0.6138284070988631,0.09049553383433595,0.27665067695163,0.26703447640787087
tcs_ns,C57,2,MOMENTUM_ACCELERATION,-0.001700351220209439,-0.0003174773067988867,0.0013828739134105522,0.1897479018703362,0.0662541635312384
tcs_ns,C57,3,POSITION_IN_20D_RANGE,0.5601609252164417,0.5343669559329607,-0.02579396928348099,0.27631476555988543,0.2929282870603131
tcs_ns,C57,3,MOMENTUM_ACCELERATION,-0.001137577012818581,-7.607911057792727e-05,0.0010614979022406537,0.15208710931166983,0.04949449605476999
tcs_ns,C57,4,POSITION_IN_20D_RANGE,0.5527000794120132,0.5664780615731563,0.01377798216114312,0.2814135458252066,0.29536308096998637
tcs_ns,C57,4,MOMENTUM_ACCELERATION,-0.0008305412059870357,0.00027606849596455553,0.0011066097019515912,0.13094256134824853,0.045761056290843934
tcs_ns,C57,5,POSITION_IN_20D_RANGE,0.5557969148165418,0.5570043852924502,0.001207470475908412,0.28462665985093666,0.29307266396337517
tcs_ns,C57,5,MOMENTUM_ACCELERATION,-0.0005818118881582355,-0.00015786577960923403,0.0004239461085490015,0.11730960393196249,0.049784096987083866
tcs_ns,C8,1,POSITION_IN_20D_RANGE,0.5703494435301136,0.5019160725741534,-0.06843337095596025,0.27975193480845456,0.27271639303527107
tcs_ns,C8,1,MOMENTUM_ACCELERATION,-0.004931639749447408,-0.00022844754852808691,0.00470319220091932,0.32020773836669114,0.07601457302257272
tcs_ns,C8,2,POSITION_IN_20D_RANGE,0.5233328732645272,0.6138284070988631,0.09049553383433595,0.27665067695163,0.26703447640787087
tcs_ns,C8,2,MOMENTUM_ACCELERATION,-0.001700351220209439,-0.0003174773067988867,0.0013828739134105522,0.1897479018703362,0.0662541635312384
tcs_ns,C8,3,POSITION_IN_20D_RANGE,0.5601609252164417,0.5343669559329607,-0.02579396928348099,0.27631476555988543,0.2929282870603131
tcs_ns,C8,3,MOMENTUM_ACCELERATION,-0.001137577012818581,-7.607911057792727e-05,0.0010614979022406537,0.15208710931166983,0.04949449605476999
tcs_ns,C8,4,POSITION_IN_20D_RANGE,0.5527000794120132,0.5664780615731563,0.01377798216114312,0.2814135458252066,0.29536308096998637
tcs_ns,C8,4,MOMENTUM_ACCELERATION,-0.0008305412059870357,0.00027606849596455553,0.0011066097019515912,0.13094256134824853,0.045761056290843934
tcs_ns,C8,5,POSITION_IN_20D_RANGE,0.5557969148165418,0.5570043852924502,0.001207470475908412,0.28462665985093666,0.29307266396337517
tcs_ns,C8,5,MOMENTUM_ACCELERATION,-0.0005818118881582355,-0.00015786577960923403,0.0004239461085490015,0.11730960393196249,0.049784096987083866
hdfcbank_ns,C5,1,POSITION_IN_20D_RANGE,0.49126022835126887,0.6108180343133525,0.1195578059620836,0.24744423945062732,0.2534934400209254
hdfcbank_ns,C5,2,POSITION_IN_20D_RANGE,0.5608704442989471,0.5609995410326277,0.00012909673368066699,0.2577452616785518,0.29303173459397147
hdfcbank_ns,C5,3,POSITION_IN_20D_RANGE,0.5609183696711573,0.5923682087321888,0.03144983906103149,0.27132345176400735,0.2875077208545756
hdfcbank_ns,C5,4,POSITION_IN_20D_RANGE,0.5694394410285367,0.5866461487000617,0.01720670767152499,0.2761143688921695,0.28308526443061816
hdfcbank_ns,C5,5,POSITION_IN_20D_RANGE,0.5731137493454912,0.5525779477735281,-0.020535801571963108,0.2776747391643949,0.28670467402685895
hdfcbank_ns,C7,1,MOMENTUM_ACCELERATION,-0.0015806752669350222,-5.186198973135035e-05,0.0015288132772036719,0.06865223393947487,0.06668587047455349
