feature,importance,model,fold,config
DAILY_RANGE_PCT,4.399091864592968e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,4.399091864592968e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,1.9719288251239643e-15,logistic_regression,3,ALL_EXCEPT_MOMENTUM
UPPER_WICK,1.2555275477828693e-16,logistic_regression,3,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,8.339143087480755e-17,logistic_regression,3,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.05247197670071501,random_forest,3,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.04798061923749506,random_forest,3,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.04595149191531611,random_forest,3,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.044737858972497525,random_forest,3,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.04466743917760114,random_forest,3,ALL_EXCEPT_MOMENTUM
Volume,0.043498300096851655,random_forest,3,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.04319977506331156,random_forest,3,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.04269922922323613,random_forest,3,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.04183068068554165,random_forest,3,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.04140506925426894,random_forest,3,ALL_EXCEPT_MOMENTUM
OBV,0.04094701107659435,random_forest,3,ALL_EXCEPT_MOMENTUM
ATR_14,0.04061253140949166,random_forest,3,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.040452325758046165,random_forest,3,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.03866090527407527,random_forest,3,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.03803738128601984,random_forest,3,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.0377914408696011,random_forest,3,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.03703810087545935,random_forest,3,ALL_EXCEPT_MOMENTUM
SMA_50,0.033534633955941806,random_forest,3,ALL_EXCEPT_MOMENTUM
SMA_20,0.033008221352244696,random_forest,3,ALL_EXCEPT_MOMENTUM
EMA_50,0.03214070598621827,random_forest,3,ALL_EXCEPT_MOMENTUM
EMA_20,0.03122220327724206,random_forest,3,ALL_EXCEPT_MOMENTUM
Adj Close,0.030826640228585778,random_forest,3,ALL_EXCEPT_MOMENTUM
Open,0.029961110765509714,random_forest,3,ALL_EXCEPT_MOMENTUM
Close,0.02956568117729546,random_forest,3,ALL_EXCEPT_MOMENTUM
High,0.029285901167067658,random_forest,3,ALL_EXCEPT_MOMENTUM
Low,0.028472765213772216,random_forest,3,ALL_EXCEPT_MOMENTUM
EMA_20,0.04545331001281738,xgboost,3,ALL_EXCEPT_MOMENTUM
ATR_14,0.042264994233846664,xgboost,3,ALL_EXCEPT_MOMENTUM
SMA_20,0.04219914972782135,xgboost,3,ALL_EXCEPT_MOMENTUM
Low,0.04039010405540466,xgboost,3,ALL_EXCEPT_MOMENTUM
VOLUME_EMA_20,0.04001079127192497,xgboost,3,ALL_EXCEPT_MOMENTUM
Adj Close,0.03999026492238045,xgboost,3,ALL_EXCEPT_MOMENTUM
UPPER_WICK,0.03994122892618179,xgboost,3,ALL_EXCEPT_MOMENTUM
LOWER_WICK,0.0396917387843132,xgboost,3,ALL_EXCEPT_MOMENTUM
GAP_PCT,0.039567332714796066,xgboost,3,ALL_EXCEPT_MOMENTUM
DAILY_RANGE_PCT,0.039390552788972855,xgboost,3,ALL_EXCEPT_MOMENTUM
Volume,0.03936929628252983,xgboost,3,ALL_EXCEPT_MOMENTUM
EMA_50,0.03891841322183609,xgboost,3,ALL_EXCEPT_MOMENTUM
Open,0.03818708658218384,xgboost,3,ALL_EXCEPT_MOMENTUM
High,0.03806503862142563,xgboost,3,ALL_EXCEPT_MOMENTUM
TRUE_RANGE,0.037920985370874405,xgboost,3,ALL_EXCEPT_MOMENTUM
Close,0.03790481761097908,xgboost,3,ALL_EXCEPT_MOMENTUM
OBV,0.037792105227708817,xgboost,3,ALL_EXCEPT_MOMENTUM
BODY_SIZE,0.037533700466156006,xgboost,3,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,0.03694679215550423,xgboost,3,ALL_EXCEPT_MOMENTUM
ROLLING_STD_20,0.036700934171676636,xgboost,3,ALL_EXCEPT_MOMENTUM
HIGH_LOW_PCT,0.03579680994153023,xgboost,3,ALL_EXCEPT_MOMENTUM
VOLUME_CHANGE_PCT,0.035652950406074524,xgboost,3,ALL_EXCEPT_MOMENTUM
HIST_VOL_20,0.03556293621659279,xgboost,3,ALL_EXCEPT_MOMENTUM
VOLUME_RATIO,0.03547072038054466,xgboost,3,ALL_EXCEPT_MOMENTUM
SMA_50,0.0349368155002594,xgboost,3,ALL_EXCEPT_MOMENTUM
OPEN_CLOSE_PCT,0.03434116393327713,xgboost,3,ALL_EXCEPT_MOMENTUM
VOLUME_SMA_20,4.43843907215147e-09,logistic_regression,1,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,3.6868985474868716e-09,logistic_regression,1,ALL_EXCEPT_VOLATILITY
Volume,3.746123714286528e-10,logistic_regression,1,ALL_EXCEPT_VOLATILITY
OBV,1.360837229737183e-11,logistic_regression,1,ALL_EXCEPT_VOLATILITY
RSI_14,9.758312169102982e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
ROC_12,3.8120858502032566e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
Close,3.3641879146644463e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
High,3.26153841693154e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
Low,3.1831511351261334e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
Open,3.1663350255919936e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
EMA_20,2.7303572546830388e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
SMA_20,2.6189979218021484e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
EMA_50,2.3891402937624156e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
SMA_50,2.3515149210642478e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
Adj Close,2.3435223073120853e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,1.0338379405682433e-14,logistic_regression,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,6.396304992514301e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,5.7805461466136745e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
GAP_PCT,3.0996157013022994e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,2.799057829847368e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,2.6877414065867952e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,2.392481762338976e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,1.7724128348103922e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
LOWER_WICK,1.2420362068911643e-15,logistic_regression,1,ALL_EXCEPT_VOLATILITY
BODY_SIZE,8.418657137409457e-16,logistic_regression,1,ALL_EXCEPT_VOLATILITY
UPPER_WICK,3.8370232490358323e-16,logistic_regression,1,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,2.799057829847389e-17,logistic_regression,1,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.045921872777934296,random_forest,1,ALL_EXCEPT_VOLATILITY
ROC_12,0.045163313252721035,random_forest,1,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.04500253364177775,random_forest,1,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.04418327542744359,random_forest,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.043092623758658015,random_forest,1,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.042664319077580726,random_forest,1,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.042570321763668706,random_forest,1,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.04222325018335118,random_forest,1,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.04166258947178515,random_forest,1,ALL_EXCEPT_VOLATILITY
RSI_14,0.040991244237928805,random_forest,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.04074395572986038,random_forest,1,ALL_EXCEPT_VOLATILITY
OBV,0.04052933134386785,random_forest,1,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.03715109724279839,random_forest,1,ALL_EXCEPT_VOLATILITY
Volume,0.03673445409005143,random_forest,1,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.036717474094361324,random_forest,1,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.036208228850328435,random_forest,1,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.03421540707238403,random_forest,1,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.034010756905364134,random_forest,1,ALL_EXCEPT_VOLATILITY
SMA_50,0.033657110685536236,random_forest,1,ALL_EXCEPT_VOLATILITY
EMA_50,0.030907811551903447,random_forest,1,ALL_EXCEPT_VOLATILITY
Open,0.030573096713162176,random_forest,1,ALL_EXCEPT_VOLATILITY
High,0.030571141057854596,random_forest,1,ALL_EXCEPT_VOLATILITY
Adj Close,0.030479358187785466,random_forest,1,ALL_EXCEPT_VOLATILITY
Low,0.0294422665867362,random_forest,1,ALL_EXCEPT_VOLATILITY
Close,0.02925248911889013,random_forest,1,ALL_EXCEPT_VOLATILITY
EMA_20,0.02900197503283098,random_forest,1,ALL_EXCEPT_VOLATILITY
SMA_20,0.026328702143435665,random_forest,1,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.04232978820800781,xgboost,1,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.04122021049261093,xgboost,1,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.040717437863349915,xgboost,1,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.04042720049619675,xgboost,1,ALL_EXCEPT_VOLATILITY
Adj Close,0.039909567683935165,xgboost,1,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.03962535783648491,xgboost,1,ALL_EXCEPT_VOLATILITY
Volume,0.039411019533872604,xgboost,1,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.03877522051334381,xgboost,1,ALL_EXCEPT_VOLATILITY
ROC_12,0.03875484690070152,xgboost,1,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.038342464715242386,xgboost,1,ALL_EXCEPT_VOLATILITY
RSI_14,0.03812813758850098,xgboost,1,ALL_EXCEPT_VOLATILITY
EMA_50,0.03704959899187088,xgboost,1,ALL_EXCEPT_VOLATILITY
Open,0.03627010062336922,xgboost,1,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.03616216033697128,xgboost,1,ALL_EXCEPT_VOLATILITY
SMA_50,0.03614392131567001,xgboost,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.03598292917013168,xgboost,1,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.035854075103998184,xgboost,1,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.03572646155953407,xgboost,1,ALL_EXCEPT_VOLATILITY
OBV,0.03565027564764023,xgboost,1,ALL_EXCEPT_VOLATILITY
Low,0.03551482409238815,xgboost,1,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.03547217324376106,xgboost,1,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.03478226810693741,xgboost,1,ALL_EXCEPT_VOLATILITY
High,0.034649334847927094,xgboost,1,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.03461119160056114,xgboost,1,ALL_EXCEPT_VOLATILITY
EMA_20,0.03446190431714058,xgboost,1,ALL_EXCEPT_VOLATILITY
Close,0.03242777660489082,xgboost,1,ALL_EXCEPT_VOLATILITY
SMA_20,0.03159986808896065,xgboost,1,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,1.368939643568994e-09,logistic_regression,2,ALL_EXCEPT_VOLATILITY
Volume,1.1458265927392188e-09,logistic_regression,2,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,1.833031754793104e-10,logistic_regression,2,ALL_EXCEPT_VOLATILITY
OBV,7.484362077991232e-12,logistic_regression,2,ALL_EXCEPT_VOLATILITY
High,4.763336423678703e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
Open,4.686676612822025e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
Close,4.651149875616697e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
Low,4.556810448651324e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
SMA_20,4.485777591561517e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
EMA_20,4.4371717403000945e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
EMA_50,4.377044348282734e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
SMA_50,4.2772171437145953e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
Adj Close,4.1298316919046775e-13,logistic_regression,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,4.2024705287280055e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
ROC_12,3.88776304289325e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,2.315610738263017e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,1.3881217560791878e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
BODY_SIZE,1.1662223930635519e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
GAP_PCT,1.1600974494488239e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,1.1145171604450881e-14,logistic_regression,2,ALL_EXCEPT_VOLATILITY
RSI_14,9.516382874908136e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,6.1130265905635296e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
LOWER_WICK,5.3791675914371624e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
UPPER_WICK,3.611205980661339e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,2.357128528419755e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,1.1374039989504868e-15,logistic_regression,2,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,1.3881217560788335e-16,logistic_regression,2,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.046947437139247185,random_forest,2,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.04548522246081144,random_forest,2,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.04394596998647647,random_forest,2,ALL_EXCEPT_VOLATILITY
RSI_14,0.043631543497349566,random_forest,2,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.04315857106484117,random_forest,2,ALL_EXCEPT_VOLATILITY
ROC_12,0.04234199848830342,random_forest,2,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.041243352132440576,random_forest,2,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.04119073643067139,random_forest,2,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.04090687645661302,random_forest,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.04088778119121856,random_forest,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.04073972768201466,random_forest,2,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.03907437064362869,random_forest,2,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.03891205077144817,random_forest,2,ALL_EXCEPT_VOLATILITY
OBV,0.03883437453689604,random_forest,2,ALL_EXCEPT_VOLATILITY
Volume,0.03793199523722519,random_forest,2,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.037783880517474555,random_forest,2,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.03739496983335247,random_forest,2,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.03610652802914044,random_forest,2,ALL_EXCEPT_VOLATILITY
SMA_50,0.03227920257623611,random_forest,2,ALL_EXCEPT_VOLATILITY
EMA_50,0.031117280967785533,random_forest,2,ALL_EXCEPT_VOLATILITY
SMA_20,0.02984616521522527,random_forest,2,ALL_EXCEPT_VOLATILITY
High,0.02946482540872656,random_forest,2,ALL_EXCEPT_VOLATILITY
EMA_20,0.029375884021366313,random_forest,2,ALL_EXCEPT_VOLATILITY
Close,0.028223033476521026,random_forest,2,ALL_EXCEPT_VOLATILITY
Open,0.028022367258701913,random_forest,2,ALL_EXCEPT_VOLATILITY
Low,0.027973496720408587,random_forest,2,ALL_EXCEPT_VOLATILITY
Adj Close,0.027180358255875746,random_forest,2,ALL_EXCEPT_VOLATILITY
SMA_20,0.04210079088807106,xgboost,2,ALL_EXCEPT_VOLATILITY
Open,0.04160012677311897,xgboost,2,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.04067474231123924,xgboost,2,ALL_EXCEPT_VOLATILITY
Low,0.039030034095048904,xgboost,2,ALL_EXCEPT_VOLATILITY
High,0.03872567042708397,xgboost,2,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.038436051458120346,xgboost,2,ALL_EXCEPT_VOLATILITY
EMA_50,0.03803309425711632,xgboost,2,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.03797488287091255,xgboost,2,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.037969715893268585,xgboost,2,ALL_EXCEPT_VOLATILITY
Volume,0.03758227452635765,xgboost,2,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.0375203900039196,xgboost,2,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.03735511004924774,xgboost,2,ALL_EXCEPT_VOLATILITY
EMA_20,0.03726477921009064,xgboost,2,ALL_EXCEPT_VOLATILITY
RSI_14,0.03706694394350052,xgboost,2,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.036627087742090225,xgboost,2,ALL_EXCEPT_VOLATILITY
Close,0.03645763173699379,xgboost,2,ALL_EXCEPT_VOLATILITY
Adj Close,0.03626330569386482,xgboost,2,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.03611036017537117,xgboost,2,ALL_EXCEPT_VOLATILITY
ROC_12,0.035998597741127014,xgboost,2,ALL_EXCEPT_VOLATILITY
OBV,0.03589281067252159,xgboost,2,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.03540851175785065,xgboost,2,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.03525442257523537,xgboost,2,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.03507818281650543,xgboost,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.03493859991431236,xgboost,2,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.034280095249414444,xgboost,2,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.0338238961994648,xgboost,2,ALL_EXCEPT_VOLATILITY
SMA_50,0.03253188729286194,xgboost,2,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,3.597548379431894e-09,logistic_regression,3,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,2.4903679656387992e-09,logistic_regression,3,ALL_EXCEPT_VOLATILITY
Volume,1.2660813734335046e-09,logistic_regression,3,ALL_EXCEPT_VOLATILITY
OBV,2.3514225907140716e-12,logistic_regression,3,ALL_EXCEPT_VOLATILITY
High,5.166230923419783e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
Close,5.132384212576836e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
Open,5.129379790853947e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
Low,5.015669357141058e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
SMA_20,4.795098993554024e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
EMA_20,4.729097397969968e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
Adj Close,4.661543033160007e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
EMA_50,4.572253376562652e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
SMA_50,4.3743193759658186e-13,logistic_regression,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,7.127232292047768e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
ROC_12,4.697447429333997e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,4.583983784421997e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
RSI_14,3.335286924204342e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,1.3260242689300257e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,1.0872415629048352e-14,logistic_regression,3,ALL_EXCEPT_VOLATILITY
GAP_PCT,8.894533890669159e-15,logistic_regression,3,ALL_EXCEPT_VOLATILITY
LOWER_WICK,8.111924864042644e-15,logistic_regression,3,ALL_EXCEPT_VOLATILITY
BODY_SIZE,6.818679186698453e-15,logistic_regression,3,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,4.419676842552688e-15,logistic_regression,3,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,4.399086433239309e-15,logistic_regression,3,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,1.326024268929842e-16,logistic_regression,3,ALL_EXCEPT_VOLATILITY
UPPER_WICK,1.2555257705693762e-16,logistic_regression,3,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,8.339126383669181e-17,logistic_regression,3,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.047674168317039224,random_forest,3,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.046257898659615916,random_forest,3,ALL_EXCEPT_VOLATILITY
ROC_12,0.045705217707124234,random_forest,3,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.04490251318907697,random_forest,3,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.04323083074806146,random_forest,3,ALL_EXCEPT_VOLATILITY
RSI_14,0.042855325675652096,random_forest,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.04279021953152972,random_forest,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.04203095612446713,random_forest,3,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.04112439568994624,random_forest,3,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.04102811915988725,random_forest,3,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.04052876642846002,random_forest,3,ALL_EXCEPT_VOLATILITY
Volume,0.039518530049535865,random_forest,3,ALL_EXCEPT_VOLATILITY
OBV,0.03913911962602246,random_forest,3,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.0389438803921648,random_forest,3,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.038737715822220686,random_forest,3,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.03823148768806546,random_forest,3,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.03630969333885634,random_forest,3,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.03622167242914499,random_forest,3,ALL_EXCEPT_VOLATILITY
SMA_50,0.030712966840237256,random_forest,3,ALL_EXCEPT_VOLATILITY
Adj Close,0.029445471410545664,random_forest,3,ALL_EXCEPT_VOLATILITY
EMA_50,0.028905777683466808,random_forest,3,ALL_EXCEPT_VOLATILITY
SMA_20,0.028834915017849388,random_forest,3,ALL_EXCEPT_VOLATILITY
EMA_20,0.028426377837905314,random_forest,3,ALL_EXCEPT_VOLATILITY
High,0.02734293672744043,random_forest,3,ALL_EXCEPT_VOLATILITY
Open,0.027329319952273372,random_forest,3,ALL_EXCEPT_VOLATILITY
Low,0.027074663639447816,random_forest,3,ALL_EXCEPT_VOLATILITY
Close,0.026697060313963194,random_forest,3,ALL_EXCEPT_VOLATILITY
Close,0.04844747856259346,xgboost,3,ALL_EXCEPT_VOLATILITY
SMA_20,0.042845796793699265,xgboost,3,ALL_EXCEPT_VOLATILITY
ROC_12,0.04096773639321327,xgboost,3,ALL_EXCEPT_VOLATILITY
Low,0.03983258828520775,xgboost,3,ALL_EXCEPT_VOLATILITY
OBV,0.03771209344267845,xgboost,3,ALL_EXCEPT_VOLATILITY
LOWER_WICK,0.037598155438899994,xgboost,3,ALL_EXCEPT_VOLATILITY
Volume,0.03759664669632912,xgboost,3,ALL_EXCEPT_VOLATILITY
GAP_PCT,0.03746497258543968,xgboost,3,ALL_EXCEPT_VOLATILITY
EMA_20,0.03737897053360939,xgboost,3,ALL_EXCEPT_VOLATILITY
UPPER_WICK,0.03722793236374855,xgboost,3,ALL_EXCEPT_VOLATILITY
High,0.03722156584262848,xgboost,3,ALL_EXCEPT_VOLATILITY
BODY_SIZE,0.037197377532720566,xgboost,3,ALL_EXCEPT_VOLATILITY
HIGH_LOW_PCT,0.03717000037431717,xgboost,3,ALL_EXCEPT_VOLATILITY
VOLUME_RATIO,0.03705509006977081,xgboost,3,ALL_EXCEPT_VOLATILITY
DAILY_RETURN,0.036877457052469254,xgboost,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_20,0.035685762763023376,xgboost,3,ALL_EXCEPT_VOLATILITY
RSI_14,0.03566155582666397,xgboost,3,ALL_EXCEPT_VOLATILITY
OPEN_CLOSE_PCT,0.03562738373875618,xgboost,3,ALL_EXCEPT_VOLATILITY
MOMENTUM_10,0.03559531271457672,xgboost,3,ALL_EXCEPT_VOLATILITY
EMA_50,0.035406675189733505,xgboost,3,ALL_EXCEPT_VOLATILITY
Open,0.03522792458534241,xgboost,3,ALL_EXCEPT_VOLATILITY
Adj Close,0.03508548438549042,xgboost,3,ALL_EXCEPT_VOLATILITY
SMA_50,0.035072531551122665,xgboost,3,ALL_EXCEPT_VOLATILITY
VOLUME_EMA_20,0.03459841012954712,xgboost,3,ALL_EXCEPT_VOLATILITY
VOLUME_CHANGE_PCT,0.034172315150499344,xgboost,3,ALL_EXCEPT_VOLATILITY
VOLUME_SMA_20,0.033799927681684494,xgboost,3,ALL_EXCEPT_VOLATILITY
PRICE_CHANGE_PCT,0.031472787261009216,xgboost,3,ALL_EXCEPT_VOLATILITY
Volume,8.654575303610761e-11,logistic_regression,1,ALL_EXCEPT_VOLUME
RSI_14,1.5494568410255107e-14,logistic_regression,1,ALL_EXCEPT_VOLUME
ROC_12,9.843626705403422e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
MOMENTUM_20,2.7787376603172766e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
MOMENTUM_10,1.5383740727365542e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
SMA_50,1.405119263696938e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
Close,1.3302022583446036e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
OPEN_CLOSE_PCT,1.2387206162169193e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
EMA_50,1.1479511577091592e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
High,1.100030665709366e-15,logistic_regression,1,ALL_EXCEPT_VOLUME
Low,9.755084293259787e-16,logistic_regression,1,ALL_EXCEPT_VOLUME
Open,8.743063195888029e-16,logistic_regression,1,ALL_EXCEPT_VOLUME
PRICE_CHANGE_PCT,7.61767558607091e-16,logistic_regression,1,ALL_EXCEPT_VOLUME
DAILY_RANGE_PCT,6.535555459226931e-16,logistic_regression,1,ALL_EXCEPT_VOLUME
